repo_url,commit_hash,model_file_path,serialization_format,message,author,date,is_in_commit,elapsed_days,change_status
ybelkada/t5-11b-sharded,93d9be24ad2c0f1ec693b466899cd14254068604,ybelkada/t5-11b-sharded/model_00004-of-00015.safetensors,safetensors,"Adding `safetensors` variant of this model (#2)


- Adding `safetensors` variant of this model (a75e449104ab2119345809d889752da8f18fa72f)


Co-authored-by: Safetensors convertbot <SFconvertbot@users.noreply.huggingface.co>",Younes Belkada,2024-11-21 01:37:26,True,791,+
ybelkada/t5-11b-sharded,93d9be24ad2c0f1ec693b466899cd14254068604,ybelkada/t5-11b-sharded/model_00005-of-00015.safetensors,safetensors,"Adding `safetensors` variant of this model (#2)


- Adding `safetensors` variant of this model (a75e449104ab2119345809d889752da8f18fa72f)


Co-authored-by: Safetensors convertbot <SFconvertbot@users.noreply.huggingface.co>",Younes Belkada,2024-11-21 01:37:26,True,791,+
ybelkada/t5-11b-sharded,93d9be24ad2c0f1ec693b466899cd14254068604,ybelkada/t5-11b-sharded/model_00006-of-00015.safetensors,safetensors,"Adding `safetensors` variant of this model (#2)


- Adding `safetensors` variant of this model (a75e449104ab2119345809d889752da8f18fa72f)


Co-authored-by: Safetensors convertbot <SFconvertbot@users.noreply.huggingface.co>",Younes Belkada,2024-11-21 01:37:26,True,791,+
ybelkada/t5-11b-sharded,93d9be24ad2c0f1ec693b466899cd14254068604,ybelkada/t5-11b-sharded/model_00007-of-00015.safetensors,safetensors,"Adding `safetensors` variant of this model (#2)


- Adding `safetensors` variant of this model (a75e449104ab2119345809d889752da8f18fa72f)


Co-authored-by: Safetensors convertbot <SFconvertbot@users.noreply.huggingface.co>",Younes Belkada,2024-11-21 01:37:26,True,791,+
ybelkada/t5-11b-sharded,93d9be24ad2c0f1ec693b466899cd14254068604,ybelkada/t5-11b-sharded/model_00008-of-00015.safetensors,safetensors,"Adding `safetensors` variant of this model (#2)


- Adding `safetensors` variant of this model (a75e449104ab2119345809d889752da8f18fa72f)


Co-authored-by: Safetensors convertbot <SFconvertbot@users.noreply.huggingface.co>",Younes Belkada,2024-11-21 01:37:26,True,791,+
ybelkada/t5-11b-sharded,93d9be24ad2c0f1ec693b466899cd14254068604,ybelkada/t5-11b-sharded/model_00009-of-00015.safetensors,safetensors,"Adding `safetensors` variant of this model (#2)


- Adding `safetensors` variant of this model (a75e449104ab2119345809d889752da8f18fa72f)


Co-authored-by: Safetensors convertbot <SFconvertbot@users.noreply.huggingface.co>",Younes Belkada,2024-11-21 01:37:26,True,791,+
ybelkada/t5-11b-sharded,93d9be24ad2c0f1ec693b466899cd14254068604,ybelkada/t5-11b-sharded/model_00010-of-00015.safetensors,safetensors,"Adding `safetensors` variant of this model (#2)


- Adding `safetensors` variant of this model (a75e449104ab2119345809d889752da8f18fa72f)


Co-authored-by: Safetensors convertbot <SFconvertbot@users.noreply.huggingface.co>",Younes Belkada,2024-11-21 01:37:26,True,791,+
ybelkada/t5-11b-sharded,93d9be24ad2c0f1ec693b466899cd14254068604,ybelkada/t5-11b-sharded/model_00011-of-00015.safetensors,safetensors,"Adding `safetensors` variant of this model (#2)


- Adding `safetensors` variant of this model (a75e449104ab2119345809d889752da8f18fa72f)


Co-authored-by: Safetensors convertbot <SFconvertbot@users.noreply.huggingface.co>",Younes Belkada,2024-11-21 01:37:26,True,791,+
ybelkada/t5-11b-sharded,93d9be24ad2c0f1ec693b466899cd14254068604,ybelkada/t5-11b-sharded/model_00012-of-00015.safetensors,safetensors,"Adding `safetensors` variant of this model (#2)


- Adding `safetensors` variant of this model (a75e449104ab2119345809d889752da8f18fa72f)


Co-authored-by: Safetensors convertbot <SFconvertbot@users.noreply.huggingface.co>",Younes Belkada,2024-11-21 01:37:26,True,791,+
ybelkada/t5-11b-sharded,93d9be24ad2c0f1ec693b466899cd14254068604,ybelkada/t5-11b-sharded/model_00013-of-00015.safetensors,safetensors,"Adding `safetensors` variant of this model (#2)


- Adding `safetensors` variant of this model (a75e449104ab2119345809d889752da8f18fa72f)


Co-authored-by: Safetensors convertbot <SFconvertbot@users.noreply.huggingface.co>",Younes Belkada,2024-11-21 01:37:26,True,791,+
ybelkada/t5-11b-sharded,93d9be24ad2c0f1ec693b466899cd14254068604,ybelkada/t5-11b-sharded/model_00014-of-00015.safetensors,safetensors,"Adding `safetensors` variant of this model (#2)


- Adding `safetensors` variant of this model (a75e449104ab2119345809d889752da8f18fa72f)


Co-authored-by: Safetensors convertbot <SFconvertbot@users.noreply.huggingface.co>",Younes Belkada,2024-11-21 01:37:26,True,791,+
ybelkada/t5-11b-sharded,93d9be24ad2c0f1ec693b466899cd14254068604,ybelkada/t5-11b-sharded/model_00015-of-00015.safetensors,safetensors,"Adding `safetensors` variant of this model (#2)


- Adding `safetensors` variant of this model (a75e449104ab2119345809d889752da8f18fa72f)


Co-authored-by: Safetensors convertbot <SFconvertbot@users.noreply.huggingface.co>",Younes Belkada,2024-11-21 01:37:26,True,791,+
sonoisa/t5-base-japanese-v1.1,4b36d241f1561a4c32f4f0fa98c05e54f48226e2,sonoisa/t5-base-japanese-v1.1/model.safetensors,safetensors,"Adding `safetensors` variant of this model (#1)


- Adding `safetensors` variant of this model (b61fd68505a3bfc5e0eafcc5da30025081a2dfb3)


Co-authored-by: Safetensors convertbot <SFconvertbot@users.noreply.huggingface.co>",Isao Sonobe,2024-12-12 08:36:54,True,812,+
arvkevi/nba_pbp_distilgpt2,1464b6471d8fcd9a5ce1537742b18b3b06637a7a,arvkevi/nba_pbp_distilgpt2/model.safetensors,safetensors,"Adding `safetensors` variant of this model (#1)


- Adding `safetensors` variant of this model (0682186126a8f14ebad0e9b08e4299cd75120a6a)


Co-authored-by: Safetensors convertbot <SFconvertbot@users.noreply.huggingface.co>",Kevin Arvai,2024-10-23 06:14:52,True,762,+
nielsr/donut-demo,075cbaab813ac3ec580246073f25339db95367ea,nielsr/donut-demo/model.safetensors,safetensors,"Adding `safetensors` variant of this model (#34)


- Adding `safetensors` variant of this model (d24cb13e525004d9afd39b0d3bfd5600c29b43c3)


Co-authored-by: Safetensors convertbot <SFconvertbot@users.noreply.huggingface.co>",Niels Rogge,2024-11-23 08:54:37,True,793,+
nickmuchi/detr-resnet50-license-plate-detection,c382b1363ce3acaa3ffe741625901e7f0c977996,nickmuchi/detr-resnet50-license-plate-detection/model.safetensors,safetensors,"Adding `safetensors` variant of this model (#1)


- Adding `safetensors` variant of this model (a3bde5f4e3e1d0388327e548a272cc4b56b62734)


Co-authored-by: Safetensors convertbot <SFconvertbot@users.noreply.huggingface.co>",Nicholas Muchinguri,2024-02-27 22:47:55,True,523,+
microsoft/xclip-base-patch32,a2e27a78a2b5d802e894b8a1ef14f3a8ce490963,microsoft/xclip-base-patch32/model.safetensors,safetensors,"Adding `safetensors` variant of this model (#3)


- Adding `safetensors` variant of this model (47627d79085e55e641829bd120ac64a3cc3c2238)


Co-authored-by: Safetensors convertbot <SFconvertbot@users.noreply.huggingface.co>",Niels Rogge,2024-02-03 20:26:30,True,499,+
bigscience/sgpt-bloom-7b1-msmarco,dc579f3d2d5a0795eba2049e16c3e36c74007ad3,bigscience/sgpt-bloom-7b1-msmarco/pytorch_model-00001-of-00003.safetensors,safetensors,"Adding `safetensors` variant of this model (#3)


- Adding `safetensors` variant of this model (55ee9a18f83adabaf900edae80d8797fc6c294ea)


Co-authored-by: Safetensors convertbot <SFconvertbot@users.noreply.huggingface.co>",Christopher Akiki,2024-04-03 08:03:45,True,559,+
bigscience/sgpt-bloom-7b1-msmarco,dc579f3d2d5a0795eba2049e16c3e36c74007ad3,bigscience/sgpt-bloom-7b1-msmarco/pytorch_model-00002-of-00003.safetensors,safetensors,"Adding `safetensors` variant of this model (#3)


- Adding `safetensors` variant of this model (55ee9a18f83adabaf900edae80d8797fc6c294ea)


Co-authored-by: Safetensors convertbot <SFconvertbot@users.noreply.huggingface.co>",Christopher Akiki,2024-04-03 08:03:45,True,559,+
bigscience/sgpt-bloom-7b1-msmarco,dc579f3d2d5a0795eba2049e16c3e36c74007ad3,bigscience/sgpt-bloom-7b1-msmarco/pytorch_model-00003-of-00003.safetensors,safetensors,"Adding `safetensors` variant of this model (#3)


- Adding `safetensors` variant of this model (55ee9a18f83adabaf900edae80d8797fc6c294ea)


Co-authored-by: Safetensors convertbot <SFconvertbot@users.noreply.huggingface.co>",Christopher Akiki,2024-04-03 08:03:45,True,559,+
sadickam/vba-distilbert,379c793decfb1bfb751a3e4485e4af2bf7104d9a,sadickam/vba-distilbert/model.safetensors,safetensors,"Adding `safetensors` variant of this model (#1)


- Adding `safetensors` variant of this model (427004b5e6714fd42308ed9f5fdb73640eaf82e8)


Co-authored-by: Safetensors convertbot <SFconvertbot@users.noreply.huggingface.co>",Abdul-Manan Sadick,2023-04-02 15:47:19,True,192,+
sonoisa/t5-base-japanese-adapt,5d1a46a135939783bf52e7fbff09e8e6e82689c9,sonoisa/t5-base-japanese-adapt/model.safetensors,safetensors,"Adding `safetensors` variant of this model (#1)


- Adding `safetensors` variant of this model (122b5742f6e2da86185138682616989dc4b14934)


Co-authored-by: Safetensors convertbot <SFconvertbot@users.noreply.huggingface.co>",Isao Sonobe,2024-12-12 08:37:03,True,812,+
nielsr/donut-docvqa-demo,678db054737c9a29978a65554ef44624891bc52b,nielsr/donut-docvqa-demo/model.safetensors,safetensors,"Adding `safetensors` variant of this model (#3)


- Adding `safetensors` variant of this model (a6e0e2f33b9ce0401273d38359620f37a4be8c5a)


Co-authored-by: Safetensors convertbot <SFconvertbot@users.noreply.huggingface.co>",Niels Rogge,2024-12-14 13:07:10,True,814,+
recogna-nlp/ptt5-base-summ-wikilingua,c357f46f7de558dfe207037f71f8b6cee1359e38,recogna-nlp/ptt5-base-summ-wikilingua/model.safetensors,safetensors,"Adding `safetensors` variant of this model (#1)


- Adding `safetensors` variant of this model (2b011166d2dba3e724c4ba386def192c362bdb80)


Co-authored-by: Safetensors convertbot <SFconvertbot@users.noreply.huggingface.co>",Pedro Henrique Paiola,2023-05-20 18:27:11,True,240,+
recogna-nlp/ptt5-base-summ-xlsum,f12939f002bfa15523990152fbb590ca5633ef69,recogna-nlp/ptt5-base-summ-xlsum/model.safetensors,safetensors,"Adding `safetensors` variant of this model (#1)


- Adding `safetensors` variant of this model (306063111be59ef1c3b6b3357f05c4d301ac89ff)


Co-authored-by: Safetensors convertbot <SFconvertbot@users.noreply.huggingface.co>",Pedro Henrique Paiola,2023-03-21 23:41:42,True,180,+
recogna-nlp/ptt5-base-summ-temario,5d2adb7176cab93a8994c35d7fb6ba0ffcd22638,recogna-nlp/ptt5-base-summ-temario/model.safetensors,safetensors,"Adding `safetensors` variant of this model (#1)


- Adding `safetensors` variant of this model (8f0abb9de6c91724f23d957fbf505ba5f5ff337a)


Co-authored-by: Safetensors convertbot <SFconvertbot@users.noreply.huggingface.co>",Pedro Henrique Paiola,2023-03-21 23:42:24,True,180,+
recogna-nlp/ptt5-base-summ-cstnews,f19cd2be31b69c2ade92a3ad83bca1b59d927560,recogna-nlp/ptt5-base-summ-cstnews/model.safetensors,safetensors,"Adding `safetensors` variant of this model (#1)


- Adding `safetensors` variant of this model (34c4e07bd463f552642ff0aac06bbcee47bbb7b9)


Co-authored-by: Safetensors convertbot <SFconvertbot@users.noreply.huggingface.co>",Pedro Henrique Paiola,2023-03-21 23:42:48,True,180,+
rinna/japanese-gpt-neox-small,f33d44540298e143079f34c35b21eebe4f3dce89,rinna/japanese-gpt-neox-small/model.safetensors,safetensors,"Adding `safetensors` variant of this model (#2)


- Adding `safetensors` variant of this model (f0c7ae3c838380c2021bd57f4705e1ae80b83bcd)


Co-authored-by: Safetensors convertbot <SFconvertbot@users.noreply.huggingface.co>",Tianyu Zhao,2023-08-04 06:46:32,True,316,+
ganchengguang/Roformer-base-japanese,5518cfdd9a54cabe90d91a61bb25ae225fc8538d,ganchengguang/Roformer-base-japanese/model.safetensors,safetensors,"Adding `safetensors` variant of this model (#1)


- Adding `safetensors` variant of this model (eedd283bb2a79ffedf7535070335213c604d4df1)


Co-authored-by: Safetensors convertbot <SFconvertbot@users.noreply.huggingface.co>",ganchengguang,2023-06-18 04:32:26,True,269,+
postbot/t5-base-kw2email-v4,ad20dfed688e4a5f5228751445eb1909ab249d37,postbot/t5-base-kw2email-v4/model.safetensors,safetensors,"Adding `safetensors` variant of this model (#2)


- Adding `safetensors` variant of this model (e74ffeb76c07eb76a3929fba9b96949ca2647769)


Co-authored-by: Safetensors convertbot <SFconvertbot@users.noreply.huggingface.co>",Peter Szemraj,2024-12-20 10:45:27,True,820,+
microsoft/xclip-base-patch32-16-frames,663a1e6d4b3600f9604b7b1c140bc1cf4a97d2a7,microsoft/xclip-base-patch32-16-frames/model.safetensors,safetensors,"Adding `safetensors` variant of this model (#1)


- Adding `safetensors` variant of this model (0f95fcd4ae71910513f25e2da564e2a0acda36ac)


Co-authored-by: Safetensors convertbot <SFconvertbot@users.noreply.huggingface.co>",Niels Rogge,2024-10-28 02:59:45,True,767,+
microsoft/xclip-base-patch16,d6184e3fd8780d04c85d0f1eabe5f94bf44d98f6,microsoft/xclip-base-patch16/model.safetensors,safetensors,"Adding `safetensors` variant of this model (#1)


- Adding `safetensors` variant of this model (45912a83e977ce2c92ddfe581a6ba031879638cf)


Co-authored-by: Safetensors convertbot <SFconvertbot@users.noreply.huggingface.co>",Niels Rogge,2024-10-28 02:59:56,True,767,+
microsoft/xclip-large-patch14,a9dd1429a16cf305df2aaea232d5e8dceba1c675,microsoft/xclip-large-patch14/model.safetensors,safetensors,"Adding `safetensors` variant of this model (#2)


- Adding `safetensors` variant of this model (01b1a3667ed65a28d9bd71a52b2933aec5c013b4)


Co-authored-by: Safetensors convertbot <SFconvertbot@users.noreply.huggingface.co>",Niels Rogge,2024-10-28 02:59:35,True,767,+
UMCU/MedRoBERTa.nl_NegationDetection,247df7c2e018ed95ca93add4c06acd6b9f630854,UMCU/MedRoBERTa.nl_NegationDetection/model.safetensors,safetensors,"Adding `safetensors` variant of this model (#1)


- Adding `safetensors` variant of this model (9d8a32dc5f55ad9eff1f7c189d6529517fd510b7)


Co-authored-by: Safetensors convertbot <SFconvertbot@users.noreply.huggingface.co>",Bram van Es,2023-04-08 13:31:11,True,198,+
microsoft/conditional-detr-resnet-50,16678f9c3b5853ec3a714b88385964c8b08f731b,microsoft/conditional-detr-resnet-50/model.safetensors,safetensors,"Adding `safetensors` variant of this model (#2)


- Adding `safetensors` variant of this model (b13f6099723a23183f76812e31ea9b33722d3348)


Co-authored-by: Safetensors convertbot <SFconvertbot@users.noreply.huggingface.co>",Niels Rogge,2024-03-30 08:33:55,True,555,+
laion/CLIP-ViT-B-32-laion2B-s34B-b79K,08f73555f1b2fb7c82058aebbd492887a94968ef,laion/CLIP-ViT-B-32-laion2B-s34B-b79K/model.safetensors,safetensors,"Adding `safetensors` variant of this model (#4)


- Adding `safetensors` variant of this model (20d3d66b6973ecd6a13b59904cefd4c7fd30087f)


Co-authored-by: Safetensors convertbot <SFconvertbot@users.noreply.huggingface.co>",Ross Wightman,2024-01-15 15:33:50,True,480,+
laion/CLIP-ViT-B-32-laion2B-s34B-b79K,08f73555f1b2fb7c82058aebbd492887a94968ef,laion/CLIP-ViT-B-32-laion2B-s34B-b79K/open_clip_pytorch_model.safetensors,safetensors,"Adding `safetensors` variant of this model (#4)


- Adding `safetensors` variant of this model (20d3d66b6973ecd6a13b59904cefd4c7fd30087f)


Co-authored-by: Safetensors convertbot <SFconvertbot@users.noreply.huggingface.co>",Ross Wightman,2024-01-15 15:33:50,True,480,+
laion/CLIP-ViT-L-14-laion2B-s32B-b82K,1627032197142fbe2a7cfec626f4ced3ae60d07a,laion/CLIP-ViT-L-14-laion2B-s32B-b82K/model.safetensors,safetensors,"Adding `safetensors` variant of this model (#2)


- Adding `safetensors` variant of this model (0d6e54a6c0270837494935b8ca3b43666f5f62d6)


Co-authored-by: Safetensors convertbot <SFconvertbot@users.noreply.huggingface.co>",Ross Wightman,2024-01-16 17:57:44,True,481,+
laion/CLIP-ViT-L-14-laion2B-s32B-b82K,1627032197142fbe2a7cfec626f4ced3ae60d07a,laion/CLIP-ViT-L-14-laion2B-s32B-b82K/open_clip_pytorch_model.safetensors,safetensors,"Adding `safetensors` variant of this model (#2)


- Adding `safetensors` variant of this model (0d6e54a6c0270837494935b8ca3b43666f5f62d6)


Co-authored-by: Safetensors convertbot <SFconvertbot@users.noreply.huggingface.co>",Ross Wightman,2024-01-16 17:57:44,True,481,+
laion/CLIP-ViT-H-14-laion2B-s32B-b79K,de081ac0a0ca8dc9d1533eed1ae884bb8ae1404b,laion/CLIP-ViT-H-14-laion2B-s32B-b79K/model.safetensors,safetensors,"Adding `safetensors` variant of this model (#11)


- Adding `safetensors` variant of this model (00b35b23fbd58e74267631692023ca2abd5842d0)


Co-authored-by: Safetensors convertbot <SFconvertbot@users.noreply.huggingface.co>",Ross Wightman,2024-01-16 16:49:38,True,481,+
laion/CLIP-ViT-H-14-laion2B-s32B-b79K,de081ac0a0ca8dc9d1533eed1ae884bb8ae1404b,laion/CLIP-ViT-H-14-laion2B-s32B-b79K/open_clip_pytorch_model.safetensors,safetensors,"Adding `safetensors` variant of this model (#11)


- Adding `safetensors` variant of this model (00b35b23fbd58e74267631692023ca2abd5842d0)


Co-authored-by: Safetensors convertbot <SFconvertbot@users.noreply.huggingface.co>",Ross Wightman,2024-01-16 16:49:38,True,481,+
laion/CLIP-ViT-g-14-laion2B-s12B-b42K,4b0305adc6802b2632e11cbe6606a9bdd43d35c9,laion/CLIP-ViT-g-14-laion2B-s12B-b42K/model.safetensors,safetensors,"Adding `safetensors` variant of this model (#3)


- Adding `safetensors` variant of this model (4601ae5684d81eda77ebd8796fe370041e991027)


Co-authored-by: Safetensors convertbot <SFconvertbot@users.noreply.huggingface.co>",Ross Wightman,2024-02-23 12:06:28,True,519,+
laion/CLIP-ViT-g-14-laion2B-s12B-b42K,4b0305adc6802b2632e11cbe6606a9bdd43d35c9,laion/CLIP-ViT-g-14-laion2B-s12B-b42K/open_clip_pytorch_model.safetensors,safetensors,"Adding `safetensors` variant of this model (#3)


- Adding `safetensors` variant of this model (4601ae5684d81eda77ebd8796fe370041e991027)


Co-authored-by: Safetensors convertbot <SFconvertbot@users.noreply.huggingface.co>",Ross Wightman,2024-02-23 12:06:28,True,519,+
oeg/esT5s-base,092367381dc163b03f58a7238a12e6987d092318,oeg/esT5s-base/model.safetensors,safetensors,"Adding `safetensors` variant of this model (#1)


- Adding `safetensors` variant of this model (9e9f4934a599d2a6a55c04b938fa64e0279d5234)


Co-authored-by: Safetensors convertbot <SFconvertbot@users.noreply.huggingface.co>",Pablo Calleja,2024-02-21 01:55:15,True,517,+
bigscience/bloomz,281d7ec09cbd421812a1c913db8a420bfc382136,bigscience/bloomz/model_00001-of-00072.safetensors,safetensors,"Adding `safetensors` variant of this model (#1)


- Adding `safetensors` variant of this model (f0e3534bb48531cdde5a8d9b71ebe420572df397)",Thomas Wang,2022-11-03 19:47:18,True,42,+
